,puuid,avg
0,-1q0v7rKfmdwiVVumZoMJW-AVimSYyai-ZoZo-cvnCwybxKGQH84pBwBEQLhZCKYKRFyEzv1_WlUyA,0.7300592621779355
1,-HTxi1bxqkGMFX3Vr6YvTkcdwU3Gr_W6tIstHkuxEaT5i-GP4EBgdZQTia7Hq1elKBN_FX9LKNCwnQ,1.5453498882135905
2,-KqHdLdVzse1xUKc4AwPOrIjDPKewoqh4OAdM2mVkmBnPs6aGegBumITtiq5bSWC2FAkmwWvy_UJ1g,1.1979277697366
3,-Obu2kJGgD96fk72meQo-N_FXyQmwUQ-k_YdCadgNpU8l0Ijb0RI8AdRHv4wxjoi6JIEkmTgsrJGRA,0.6556025420730952
4,-evHhIXn8yaTeZH7ptB203_-zcbbNdHqai0Q4qMfMF9WR8n6rpTeNuwI2Kye6h89TtK31ZhJAKU0kA,0.6578475900171523
5,-wGNHSluJoESDpBbkK-6p3WPCJMGK33tbqazRlztym6NHDyMQjYCXNIKTp_5h5L_wxdDitt2AyVoWQ,1.2183959180366788
6,0-vBfZgzjHlFBVEkkQKuheOAiEMJOn5YcYHPc2BySiiBNw_mzrMTFWDaEtlfMGMH-BOYZtKNsIlF-g,0.511332878456095
7,0C6hz7OKbvqj4efBevO4C6rARay0yzroBeToqvx2zNsvynxDsaViUYQWHXS_Hovrmsgmy8Rz3uTZfQ,0.564158170645844
8,0FGddeXECux7yjDuV_aWIMQk-rfg1byCZqMtVP1bvwpEvC7KhWuYKI-TBiS-V09MwFUPJ4e8bvJa6A,1.3327217962123448
9,0J7robZXY5pwsPM4mFCGL41UGSOzc3XHao6CTLDPSWWUKfOFHviI97aRsKurc27XYVnA9FiFhFAVfw,0.7106177420349221
10,0ZZdY-_1vdMMihXtlMldO4ZpmnkrEO-59lmkvrKv4Qy23Pskut0wc93VFHYPd35fd6SgZHBqQQ5YjQ,1.1073124088159252
11,0f24auOn_8wNmPjZoyDCvxg5SOjMSYwH-xWk4NZDOvPq0ZJbGrpyVOOz0HctS0f5qUViaQUMM-qkKw,0.929230424514722
12,0hf4xqWiGS6oPI3Q2jrMkmUs5NGmDG7YIPSPn6QZstX64rWfeR5qfSfW1PKUabbETZB9zE6i7MfU7A,1.0251450175691903
13,0tIbGe71NgHIXYIfzt2x10rb2Dl_GDkDLTESaIkYYIewyZkOQdxe7WEptWAIr3lUtlHjlDwpkore5A,1.0176592484316382
14,0uNrMjSw3t4UmmwqfdzgQ56RIWGy4jPznymPepEFEjpS10uTAbFo4_G1XK-0bSV6IwB8pBMcmZwEYw,0.868817064482632
15,115LdduPNEEo7oMvlOW7TYU3q_CM4K1bJTFJt8snE4PCpDUtzRXrROxcwXo-Br31JVGbIdrH6aVRFg,0.7045384969083499
16,1Az_blqSLkt8RswSJQxaZuUw_cWFuQLhlOS3mgg1SMB3UEnaJr4wZC0Kd1hkskqGZ1oRgD4ajHp-jA,0.82589886598158
17,1QdyySR-_c6eKsrRCbt7Ph7dxZWUF9qQ4x_q7RXNjbK3PjUHd2cfXlgZQVQBiMD0OU1cDBN9gZmr5g,1.0087316136217657
